player,hoop_math_player_name,school,hoop_math_school,season,hm_fag,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent
McKinley Wright IV,McKinley Wright,Colorado,Colorado,2020-21,371,0.5670000000000001,0.518,0.28600000000000003,0.575,0.115,0.466,0.514,0.055999999999999994,0.248,0.304,0.429,0.326,0.843
D'Shawn Schwartz,D'Shawn Schwartz,Colorado,Colorado,2020-21,238,0.533,0.508,0.273,0.523,0.265,0.244,0.31,0.111,0.483,0.4,0.9570000000000001,0.218,0.731
Maddox Daniels,Maddox Daniels,Colorado,Colorado,2020-21,155,0.521,0.503,0.135,0.5710000000000001,0.5,0.2,0.29,0.33299999999999996,0.665,0.369,0.9209999999999999,0.09699999999999999,0.867
Keeshawn Barthelemy,Keeshawn Barthelemy,Colorado,Colorado,2020-21,119,0.449,0.424,0.193,0.435,0.3,0.336,0.375,0.267,0.47100000000000003,0.304,0.882,0.10099999999999999,0.917
Nique Clifford,Nique Clifford,Colorado,Colorado,2020-21,21,0.277,0.19,0.28600000000000003,0,NA,0.429,0.111,0,0.28600000000000003,0.33299999999999996,1,0.429,0.667
Adama Sanogo,Adama Sanogo,Connecticut,Connecticut,2020-21,139,0.558,0.5539999999999999,0.43200000000000005,0.7,0.524,0.568,0.44299999999999995,0.629,0,NA,NA,0.187,0.5770000000000001
Jalen Gaffney,Jalen Gaffney,Connecticut,Connecticut,2020-21,105,0.554,0.49,0.371,0.41,0.188,0.18100000000000002,0.526,0,0.44799999999999995,0.36200000000000004,0.8240000000000001,0.429,0.8220000000000001
James Bouknight,James Bouknight,Connecticut,Connecticut,2020-21,219,0.546,0.498,0.361,0.6579999999999999,0.28800000000000003,0.297,0.369,0.16699999999999998,0.342,0.293,0.5,0.37,0.778
Tyler Polley,Tyler Polley,Connecticut,Connecticut,2020-21,149,0.519,0.49,0.114,0.529,0.111,0.168,0.28,0.14300000000000002,0.718,0.355,0.8420000000000001,0.141,0.905
Tyrese Martin,Tyrese Martin,Connecticut,Connecticut,2020-21,193,0.511,0.48200000000000004,0.534,0.544,0.35700000000000004,0.207,0.325,0.385,0.259,0.32,0.75,0.316,0.672
Josh Carlton,Josh Carlton,Connecticut,Connecticut,2020-21,56.00000000000001,0.504,0.48200000000000004,0.821,0.565,0.5770000000000001,0.179,0.1,0,0,NA,NA,0.39299999999999996,0.591
Isaiah Whaley,Isaiah Whaley,Connecticut,Connecticut,2020-21,169,0.502,0.503,0.55,0.591,0.527,0.314,0.34,0.778,0.136,0.348,0.875,0.18899999999999997,0.469
Andre Jackson,Andre Jackson,Connecticut,Connecticut,2020-21,39,0.49100000000000005,0.436,0.48700000000000004,0.684,0.5379999999999999,0.077,0.33299999999999996,0,0.436,0.11800000000000001,1,0.256,0.9
Brendan Adams,Brendan Adams,Connecticut,Connecticut,2020-21,67,0.44600000000000006,0.381,0.26899999999999996,0.33299999999999996,0.16699999999999998,0.16399999999999998,0.273,0.33299999999999996,0.5670000000000001,0.289,0.909,0.433,0.7240000000000001
Christian Bishop,Christian Bishop,Creighton,Creighton,2020-21,206.99999999999997,0.6659999999999999,0.684,0.792,0.768,0.635,0.188,0.359,0.214,0.019,0.25,1,0.507,0.562
Ryan Kalkbrenner,Ryan Kalkbrenner,Creighton,Creighton,2020-21,124,0.626,0.645,0.758,0.745,0.8290000000000001,0.226,0.35700000000000004,0.2,0.016,0,NA,0.363,0.489
Marcus Zegarowski,Marcus Zegarowski,Creighton,Creighton,2020-21,349,0.6,0.579,0.252,0.523,0.087,0.203,0.507,0.083,0.544,0.42100000000000004,0.612,0.201,0.7859999999999999
Mitchell Ballock,Mitch Ballock,Creighton,Creighton,2020-21,254,0.583,0.583,0.157,0.675,0.259,0.067,0.41200000000000003,0.429,0.7759999999999999,0.386,0.882,0.083,0.5710000000000001
Damien Jefferson,Damien Jefferson,Creighton,Creighton,2020-21,281,0.5780000000000001,0.569,0.47700000000000004,0.701,0.319,0.196,0.327,0.055999999999999994,0.327,0.348,1,0.28800000000000003,0.605
Shereef Mitchell,Shereef Mitchell,Creighton,Creighton,2020-21,82,0.533,0.5,0.354,0.552,0.375,0.244,0.35,0.14300000000000002,0.402,0.364,1,0.28,0.7390000000000001
Denzel Mahoney,Denzel Mahoney,Creighton,Creighton,2020-21,347,0.48600000000000004,0.455,0.121,0.524,0.318,0.311,0.37,0.175,0.568,0.325,0.922,0.233,0.728
Antwann Jones,Antwann Jones,Creighton,Creighton,2020-21,91,0.48000000000000004,0.44,0.319,0.414,0.5,0.275,0.4,0.1,0.40700000000000003,0.324,1,0.35200000000000004,0.688
Alex O'Connell,Alex O'Connell,Creighton,Creighton,2020-21,84,0.4670000000000001,0.45799999999999996,0.214,0.5,0.33299999999999996,0.298,0.4,0.1,0.488,0.317,1,0.095,0.625
Jacob Epperson,Jacob Epperson,Creighton,Creighton,2020-21,18,0.39,0.389,0.389,0.429,1,0.278,0.2,1,0.33299999999999996,0.33299999999999996,0.5,0.444,0.375
Jett Canfield,Jett Canfield,Creighton,Creighton,2020-21,4,0.25,0.25,0,NA,NA,0.5,0.5,0,0.5,0,NA,0,NA
David Kristensen,David Kristensen,Davidson,Davidson,2020-21,11,0.697,0.682,0.364,0.75,0.33299999999999996,0.091,0,NA,0.545,0.5,1,0.091,1
Hyunjung Lee,Hyunjung Lee,Davidson,Davidson,2020-21,195,0.6769999999999999,0.644,0.21,0.7070000000000001,0.483,0.174,0.5,0.235,0.615,0.442,0.9059999999999999,0.256,0.9
Luka Brajkovic,Luka Brajkovic,Davidson,Davidson,2020-21,166,0.596,0.5870000000000001,0.36700000000000005,0.754,0.478,0.307,0.51,0.154,0.325,0.315,0.8240000000000001,0.319,0.623
Carter Collins,Carter Collins,Davidson,Davidson,2020-21,177,0.588,0.556,0.311,0.564,0.419,0.175,0.484,0.133,0.514,0.385,0.8859999999999999,0.311,0.764
Kellan Grady,Kellan Grady,Davidson,Davidson,2020-21,289,0.585,0.5710000000000001,0.27,0.615,0.375,0.204,0.508,0.16699999999999998,0.526,0.382,0.862,0.235,0.6759999999999999
Michael Jones,Michael Jones,Davidson,Davidson,2020-21,86,0.581,0.57,0.314,0.778,0.762,0.081,0.5710000000000001,0.25,0.605,0.308,0.938,0.256,0.636
Grant Huffman,Grant Huffman,Davidson,Davidson,2020-21,61,0.555,0.5660000000000001,0.525,0.562,0.444,0.19699999999999998,0.5,0.33299999999999996,0.27899999999999997,0.41200000000000003,1,0.19699999999999998,0.41700000000000004
Bates Jones,Bates Jones,Davidson,Davidson,2020-21,52,0.529,0.5,0.231,0.5,0.5,0.154,0.25,0,0.615,0.375,0.917,0.115,1
Nelson Boachie-Yiadom,Nelson Boachie-Yiadom,Davidson,Davidson,2020-21,31,0.518,0.532,0.516,0.688,0.545,0.226,0.5710000000000001,0.5,0.258,0.125,1,0.387,0.41700000000000004
Sam Mennenga,Sam Mennenga,Davidson,Davidson,2020-21,130,0.43500000000000005,0.423,0.377,0.5920000000000001,0.379,0.215,0.28600000000000003,0,0.408,0.226,0.917,0.23800000000000002,0.516
Chase Johnson,Chase Johnson,Dayton,Dayton,2020-21,42,0.6659999999999999,0.655,0.381,0.75,0.833,0.452,0.42100000000000004,0.375,0.16699999999999998,0.7140000000000001,1,0.19,0.75
R.J. Blakney,R.J. Blakney,Dayton,Dayton,2020-21,56.00000000000001,0.656,0.634,0.39299999999999996,0.727,0.43799999999999994,0.161,0.667,0.33299999999999996,0.446,0.36,1,0.214,0.833
Mustapha Amzil,Mustapha Amzil,Dayton,Dayton,2020-21,137,0.614,0.591,0.182,0.76,0.684,0.321,0.523,0.696,0.496,0.382,0.9229999999999999,0.248,0.765
Ibi Watson,Ibi Watson,Dayton,Dayton,2020-21,277,0.602,0.578,0.188,0.654,0.5589999999999999,0.27399999999999997,0.434,0.152,0.5379999999999999,0.41600000000000004,0.726,0.267,0.757
Jordy Tshimanga,Jordy Tshimanga,Dayton,Dayton,2020-21,100,0.601,0.6,0.44,0.75,0.758,0.51,0.529,0.741,0.05,0,NA,0.59,0.5760000000000001
Jalen Crutcher,Jalen Crutcher,Dayton,Dayton,2020-21,311,0.5790000000000001,0.54,0.37,0.609,0.057,0.215,0.38799999999999996,0.115,0.415,0.37200000000000005,0.667,0.36700000000000005,0.763
Zimi Nwokeji,Zimi Nwokeji,Dayton,Dayton,2020-21,95,0.5630000000000001,0.516,0.505,0.562,0.593,0.095,0.444,0.5,0.4,0.316,0.917,0.45299999999999996,0.7440000000000001
Koby Brea,Koby Brea,Dayton,Dayton,2020-21,40,0.553,0.5379999999999999,0.05,1,0,0.175,0.429,0,0.775,0.355,0.818,0.225,0.667
Elijah Weaver,Elijah Weaver,Dayton,Dayton,2020-21,77,0.546,0.513,0.364,0.607,0.17600000000000002,0.16899999999999998,0.231,0.33299999999999996,0.46799999999999997,0.361,0.9229999999999999,0.325,0.72
Rodney Chatman,Rodney Chatman,Dayton,Dayton,2020-21,81,0.494,0.48100000000000004,0.42,0.618,0.23800000000000002,0.247,0.45,0.111,0.33299999999999996,0.222,0.667,0.395,0.531
Moulaye Sissoko,Moulaye Sissoko,Dayton,Dayton,2020-21,20,0.438,0.35,0.4,0.5,1,0.6,0.25,1,0,NA,NA,0.3,1
Oscar Lopez,Lopez Oscar,DePaul,DePaul,2020-21,26,0.627,0.635,0.462,0.917,0.273,0.385,0.4,0.25,0.154,0.25,1,0.154,0.5
Nick Ongenda,Nick Ongenda,DePaul,DePaul,2020-21,59,0.61,0.61,0.695,0.7070000000000001,0.552,0.305,0.389,0.5710000000000001,0,NA,NA,0.644,0.579
Pauly Paulicap,Pauly Paulicap,DePaul,DePaul,2020-21,97,0.5740000000000001,0.5670000000000001,0.711,0.594,0.659,0.289,0.5,0.643,0,NA,NA,0.392,0.579
Charlie Moore,Charlie Moore,DePaul,DePaul,2020-21,190,0.496,0.46299999999999997,0.368,0.486,0.20600000000000002,0.242,0.391,0.055999999999999994,0.389,0.324,0.708,0.21600000000000003,0.78
Javon Freeman-Liberty,Javon Freeman-Liberty,DePaul,DePaul,2020-21,178,0.498,0.461,0.455,0.605,0.327,0.315,0.268,0.33299999999999996,0.23,0.293,0.75,0.281,0.74
Kobe Elvis,Kobe Elvis,DePaul,DePaul,2020-21,92,0.49100000000000005,0.489,0.304,0.46399999999999997,0.077,0.38,0.4,0.14300000000000002,0.315,0.414,0.667,0.087,0.5
Romeo Weems,Romeo Weems,DePaul,DePaul,2020-21,130,0.465,0.442,0.32299999999999995,0.5479999999999999,0.565,0.36200000000000004,0.255,0.41700000000000004,0.315,0.366,0.867,0.177,0.696
Courvoisier McCauley,Courvoisier McCauley,DePaul,DePaul,2020-21,56.00000000000001,0.4670000000000001,0.455,0.161,0.556,0,0.08900000000000001,0.2,0,0.75,0.31,0.9229999999999999,0.107,0.667
Ray Salnave,Ray Salnave,DePaul,DePaul,2020-21,120,0.415,0.379,0.2,0.41700000000000004,0.2,0.41700000000000004,0.32,0.125,0.38299999999999995,0.28300000000000003,0.769,0.175,0.81
Darious Hall,Darious Hall,DePaul,DePaul,2020-21,90,0.413,0.389,0.444,0.575,0.435,0.37799999999999995,0.17600000000000002,0.667,0.17800000000000002,0.25,1,0.3,0.556
David Jones,David Jones,DePaul,DePaul,2020-21,50,0.363,0.35,0.64,0.43799999999999994,0,0.1,0.4,0,0.26,0.077,0,0.1,0.6
Matthew Hurt,Matthew Hurt,Duke,Duke,2020-21,285,0.6629999999999999,0.6509999999999999,0.228,0.769,0.54,0.344,0.541,0.47200000000000003,0.428,0.451,0.8909999999999999,0.24600000000000002,0.7290000000000001
Mark Williams,Mark Williams,Duke,Duke,2020-21,101,0.656,0.6729999999999999,0.733,0.77,0.614,0.267,0.40700000000000003,0.545,0,NA,NA,0.406,0.537
Jalen Johnson,Jalen Johnson,Duke,Duke,2020-21,97,0.5700000000000001,0.557,0.598,0.603,0.5429999999999999,0.22699999999999998,0.318,0.429,0.175,0.47100000000000003,0.875,0.33,0.625
Jeremy Roach,Jeremy Roach,Duke,Duke,2020-21,169,0.556,0.5379999999999999,0.331,0.607,0.20600000000000002,0.18899999999999997,0.562,0.278,0.479,0.321,0.8079999999999999,0.237,0.675
DJ Steward,DJ Steward,Duke,Duke,2020-21,252.99999999999997,0.532,0.506,0.27699999999999997,0.643,0.311,0.249,0.365,0.174,0.474,0.33299999999999996,0.75,0.18600000000000003,0.787
Wendell Moore,Moore Wendell,Duke,Duke,2020-21,200.99999999999997,0.516,0.478,0.37799999999999995,0.645,0.327,0.259,0.26899999999999996,0.429,0.363,0.301,0.818,0.21899999999999997,0.841
Jaemyn Brakefield,Jaemyn Brakefield,Duke,Duke,2020-21,74,0.48900000000000005,0.493,0.405,0.6,0.278,0.135,0.2,1,0.45899999999999996,0.324,0.909,0.162,0.41700000000000004
Henry Coleman,Henry Coleman III,Duke,Duke,2020-21,20,0.4690000000000001,0.5,0.85,0.588,0.5,0.1,0,NA,0.05,0,NA,0.25,0.2
Jordan Goldwire,Jordan Goldwire,Duke,Duke,2020-21,133,0.45399999999999996,0.436,0.34600000000000003,0.478,0.273,0.233,0.29,0.33299999999999996,0.42100000000000004,0.321,0.667,0.128,0.706
Joey Baker,Joey Baker,Duke,Duke,2020-21,69,0.453,0.435,0.11599999999999999,0.375,0,0.145,0.3,0.33299999999999996,0.7390000000000001,0.314,0.938,0.11599999999999999,0.75
Chad Baker,Chad Baker,Duquesne,Duquesne,2020-21,92,0.616,0.5920000000000001,0.196,0.611,0.455,0.239,0.409,0.33299999999999996,0.565,0.442,0.9570000000000001,0.272,0.76
Marcus Weathers,Marcus Weathers,Duquesne,Duquesne,2020-21,175,0.554,0.531,0.583,0.627,0.45299999999999996,0.24,0.33299999999999996,0.14300000000000002,0.177,0.32299999999999995,0.9,0.52,0.615
Michael Hughes,Michael Hughes,Duquesne,Duquesne,2020-21,127,0.555,0.531,0.496,0.6509999999999999,0.46299999999999997,0.386,0.449,0.364,0.11800000000000001,0.2,1,0.299,0.684
Toby Okani,Toby Okani,Duquesne,Duquesne,2020-21,56.99999999999999,0.519,0.509,0.42100000000000004,0.542,0.5379999999999999,0.24600000000000002,0.5,0,0.33299999999999996,0.316,0.833,0.35100000000000003,0.55
Austin Rotroff,Austin Rotroff,Duquesne,Duquesne,2020-21,15,0.481,0.467,0.667,0.7,1,0.2,0,NA,0.133,0,NA,0.667,0.5
Amari Kelly,Amari Kelly,Duquesne,Duquesne,2020-21,28.999999999999996,0.534,0.534,0.586,0.529,0.556,0.345,0.5,0.6,0.069,0.5,1,0,NA
Tavian Dunn-Martin,Tavian Dunn-Martin,Duquesne,Duquesne,2020-21,140,0.48400000000000004,0.44299999999999995,0.2,0.46399999999999997,0,0.207,0.24100000000000002,0.28600000000000003,0.593,0.337,0.7140000000000001,0.271,0.763
Tyson Acuff,Tyson Acuff,Duquesne,Duquesne,2020-21,45,0.517,0.5,0.2,0.667,0.33299999999999996,0.289,0.462,0.33299999999999996,0.511,0.304,0.857,0.067,1
Andre Harris,Andre Harris,Duquesne,Duquesne,2020-21,48,0.47400000000000003,0.45799999999999996,0.375,0.5,0.556,0.521,0.52,0.6920000000000001,0.10400000000000001,0,NA,0.43799999999999994,0.524
Sincere Carry,Sincere Carry,Duquesne,Duquesne,2020-21,38,0.45999999999999996,0.434,0.42100000000000004,0.43799999999999994,0.14300000000000002,0.184,0.28600000000000003,0,0.395,0.33299999999999996,0.8,0.605,0.522
Maceo Austin,Maceo Austin,Duquesne,Duquesne,2020-21,24,0.4070000000000001,0.375,0.375,0.33299999999999996,0.33299999999999996,0.16699999999999998,0,NA,0.45799999999999996,0.364,1,0.375,0.556
Ryan Murphy,Ryan Murphy,Duquesne,Duquesne,2020-21,31,0.42900000000000005,0.435,0.161,0.6,0.667,0.226,0.429,0.33299999999999996,0.613,0.263,1,0.032,0
Lamar Norman,Norman Lamar,Duquesne,Duquesne,2020-21,26,0.365,0.327,0.154,0.25,0,0.038,0,NA,0.8079999999999999,0.23800000000000002,1,0.115,1
Mike Bekelja,Mike Bekelja,Duquesne,Duquesne,2020-21,13,0.33599999999999997,0.308,0.154,0.5,0,0,NA,NA,0.846,0.182,1,0.308,0.5
Jayden Gardner,Jayden Gardner,East Carolina,East Carolina,2020-21,257,0.542,0.484,0.451,0.552,0.484,0.525,0.415,0.75,0.023,0.5,1,0.518,0.737
Brandon Suggs,Brandon Suggs,East Carolina,East Carolina,2020-21,131,0.525,0.489,0.473,0.516,0.562,0.22899999999999998,0.36700000000000005,0.818,0.298,0.359,1,0.527,0.638
Ludgy Debaut,Ludgy Debaut,East Carolina,East Carolina,2020-21,48,0.517,0.479,0.583,0.5,0.857,0.396,0.474,0.556,0.021,0,NA,0.43799999999999994,0.667
Tremont Robinson-White,Tremont Robinson-White,East Carolina,East Carolina,2020-21,138,0.514,0.493,0.28300000000000003,0.564,0.182,0.18100000000000002,0.4,0.4,0.536,0.324,0.958,0.18100000000000002,0.72
Noah Farrakhan,Noah Farrakhan,East Carolina,East Carolina,2020-21,35,0.48800000000000004,0.47100000000000003,0.057,0,NA,0.514,0.5,0.222,0.429,0.33299999999999996,0.8,0.114,0.75
Bitumba Baruti,Bitumba Baruti,East Carolina,East Carolina,2020-21,110.00000000000001,0.468,0.455,0.273,0.5329999999999999,0.562,0.282,0.32299999999999995,0.8,0.445,0.327,1,0.245,0.556
Tristen Newton,Tristen Newton,East Carolina,East Carolina,2020-21,141,0.465,0.40399999999999997,0.213,0.5329999999999999,0.5,0.355,0.34,0.235,0.433,0.262,1,0.27,0.895
Tyrie Jackson,Tyrie Jackson,East Carolina,East Carolina,2020-21,47,0.465,0.415,0.34,0.562,0.222,0.064,1,0.33299999999999996,0.596,0.179,1,0.255,0.833
Edra Luster,Edra Luster,East Carolina,East Carolina,2020-21,6,0.28800000000000003,0.33299999999999996,1,0.33299999999999996,0.5,0,NA,NA,0,NA,NA,0.33299999999999996,0
Miles James,Miles James,East Carolina,East Carolina,2020-21,12,0.261,0.125,0.41700000000000004,0,NA,0.083,0,NA,0.5,0.16699999999999998,1,0.583,0.7140000000000001
Omar Payne,Omar Payne,Florida,Florida,2020-21,45,0.722,0.733,0.889,0.775,0.8059999999999999,0.111,0.4,0.5,0,NA,NA,0.42200000000000004,0.632
Keyontae Johnson,Keyontae Johnson,Florida,Florida,2020-21,16,0.637,0.562,0.5,0.75,0.667,0.43799999999999994,0.429,0.667,0.062,0,NA,0.375,1
Colin Castleton,Colin  Castleton,Florida,Florida,2020-21,179,0.641,0.598,0.5870000000000001,0.705,0.581,0.408,0.452,0.212,0.006,0,NA,0.508,0.78
Tre Mann,Tre Mann,Florida,Florida,2020-21,268,0.5720000000000001,0.53,0.25,0.612,0.171,0.34700000000000003,0.409,0.026000000000000002,0.40299999999999997,0.389,0.31,0.29100000000000004,0.833
Noah Locke,Noah Locke,Florida,Florida,2020-21,200.99999999999997,0.58,0.5670000000000001,0.065,0.5379999999999999,0.28600000000000003,0.284,0.456,0,0.652,0.41200000000000003,0.9440000000000001,0.124,0.76
Tyree Appleby,Tyree Appleby,Florida,Florida,2020-21,190,0.554,0.479,0.374,0.465,0.091,0.21100000000000002,0.4,0,0.41600000000000004,0.354,0.679,0.505,0.823
Osayi Osifo,Osayi Osifo,Florida,Florida,2020-21,27,0.542,0.556,0.63,0.765,0.5379999999999999,0.37,0.2,0.5,0,NA,NA,0.63,0.47100000000000003
Scottie Lewis,Scottie Lewis,Florida,Florida,2020-21,119,0.515,0.483,0.311,0.73,0.444,0.32799999999999996,0.282,0.091,0.361,0.302,0.9229999999999999,0.353,0.667
Ques Glover,Ques Glover,Florida,Florida,2020-21,45,0.48800000000000004,0.433,0.33299999999999996,0.467,0.14300000000000002,0.42200000000000004,0.42100000000000004,0.125,0.244,0.273,0.667,0.244,0.909
Anthony Duruji,Anthony Duruji,Florida,Florida,2020-21,137,0.501,0.496,0.41600000000000004,0.649,0.622,0.336,0.348,0.312,0.248,0.294,0.7,0.19699999999999998,0.519
Samson Ruzhentsev,Samson Ruzhentsev,Florida,Florida,2020-21,39,0.483,0.462,0.051,0.5,0,0.282,0.455,0.6,0.667,0.308,1,0.128,0.8
Niels Lane,Niels Lane,Florida,Florida,2020-21,18,0.312,0.222,0.33299999999999996,0.33299999999999996,0.5,0.278,0.4,0,0.389,0,NA,0.33299999999999996,0.833
Tanor Ngom,Tanor Ngom,Florida State,Florida State,2020-21,30,0.649,0.5670000000000001,0.767,0.696,0.75,0.133,0.25,1,0.1,0,NA,0.6,0.889
Quincy Ballard,Quincy Ballard,Florida State,Florida State,2020-21,12,0.653,0.75,0.75,0.778,0.857,0.25,0.667,0.5,0,NA,NA,0.583,0.28600000000000003
Anthony Polite,Anthony Polite,Florida State,Florida State,2020-21,143,0.62,0.612,0.308,0.659,0.44799999999999995,0.168,0.375,0.222,0.524,0.44,0.9390000000000001,0.259,0.649
Balsa Koprivica,Balsa Koprivica,Florida State,Florida State,2020-21,142,0.629,0.609,0.7390000000000001,0.705,0.622,0.254,0.306,0.545,0.006999999999999999,1,1,0.415,0.695
Raiquan Gray,RaiQuan Gray,Florida State,Florida State,2020-21,204,0.5670000000000001,0.517,0.48,0.612,0.38299999999999995,0.377,0.455,0.171,0.142,0.24100000000000002,0.429,0.451,0.7609999999999999
M.J. Walker,M.J. Walker,Florida State,Florida State,2020-21,208,0.5650000000000001,0.519,0.26899999999999996,0.589,0.33299999999999996,0.27399999999999997,0.316,0.055999999999999994,0.457,0.4,0.868,0.35600000000000004,0.797
Nathanael Jack,Nathanael Jack,Florida State,Florida State,2020-21,49,0.597,0.5920000000000001,0.08199999999999999,0.75,1,0.08199999999999999,0.5,0.5,0.8370000000000001,0.39,1,0.163,0.625
Malik Osborne,Malik Osborne,Florida State,Florida State,2020-21,109.00000000000001,0.561,0.509,0.248,0.667,0.556,0.275,0.3,0.111,0.47700000000000004,0.365,0.8420000000000001,0.33899999999999997,0.838
Wyatt Wilkes,Wyatt Wilkes,Florida State,Florida State,2020-21,84,0.55,0.542,0.06,0.4,0.5,0.214,0.5,0.33299999999999996,0.726,0.377,0.9129999999999999,0.06,0.8
Scottie Barnes,Scottie Barnes,Florida State,Florida State,2020-21,189,0.547,0.529,0.45,0.706,0.233,0.349,0.379,0.08,0.201,0.263,0.9,0.349,0.621
Sardaar Calhoun,Sardaar Calhoun,Florida State,Florida State,2020-21,112.99999999999999,0.543,0.522,0.239,0.63,0.47100000000000003,0.265,0.3,0,0.496,0.39299999999999996,0.955,0.106,0.917
RayQuan Evans,RayQuan Evans,Florida State,Florida State,2020-21,97,0.492,0.40700000000000003,0.44299999999999995,0.419,0.111,0.299,0.276,0,0.258,0.36,0.889,0.45399999999999996,0.841
Joel Soriano,Joel Soriano,Fordham,Fordham,2020-21,100,0.536,0.53,0.58,0.586,0.529,0.42,0.452,0.474,0,NA,NA,0.35,0.5429999999999999
Chris Austin,Chris Austin,Fordham,Fordham,2020-21,111.00000000000001,0.525,0.486,0.261,0.621,0.278,0.18,0.3,0.16699999999999998,0.5589999999999999,0.32299999999999995,1,0.243,0.815
Onyi Eyisi,Onyi Eyisi,Fordham,Fordham,2020-21,28.999999999999996,0.492,0.483,0.759,0.545,0.917,0.24100000000000002,0.28600000000000003,0.5,0,NA,NA,0.552,0.5
Ty Perry,Ty Perry,Fordham,Fordham,2020-21,63,0.434,0.35700000000000004,0.159,0.6,0.5,0.19,0.25,0,0.6509999999999999,0.22,0.889,0.397,0.8
Kyle Rose,Kyle Rose,Fordham,Fordham,2020-21,68,0.372,0.36,0.17600000000000002,0.583,0.5710000000000001,0.221,0.067,0,0.603,0.268,0.818,0.265,0.444
Josh Navarro,Josh Navarro,Fordham,Fordham,2020-21,90,0.404,0.38299999999999995,0.244,0.455,0.1,0.289,0.192,0,0.467,0.31,0.9229999999999999,0.122,0.727
Jalen Cobb,Jalen Cobb,Fordham,Fordham,2020-21,104,0.359,0.34600000000000003,0.24,0.44,0.091,0.365,0.263,0.4,0.39399999999999996,0.244,0.6,0.125,0.5379999999999999
Yame Butler,Yame Butler,Fordham,Fordham,2020-21,18,0.29400000000000004,0.19399999999999998,0.222,0.25,0,0.278,0.2,1,0.5,0.111,1,0.278,1
Maceo Jack,Maceo Jack,George Washington,George Washington,2020-21,30,0.731,0.7,0.3,0.889,0.625,0.033,1,0,0.667,0.4,0.875,0.2,1
Jamison Battle,Jamison  Battle,George Washington,George Washington,2020-21,184,0.602,0.573,0.272,0.76,0.605,0.228,0.429,0.278,0.5,0.359,0.6970000000000001,0.25,0.804
